name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Mahindra Scorpio S2 7 Seater,Mahindra,Scorpio,S2 7 Seater,2016,161327,Diesel,Individual,Manual,First Owner,15.0,1105982,675000,OR98DX1777
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mitsubishi,Pajero,2.8 SFX BSIV Dual Tone,2011,120000,Diesel,Individual,Manual,First Owner,13.0,1106722,825000,MP79KT8262
Maruti Swift DDiS VDI,Maruti,Swift,DDiS VDI,2017,120000,Diesel,Individual,Manual,First Owner,15.0,1107058,600000,MH68FW1107
Maruti Baleno Delta 1.3,Maruti,Baleno,Delta 1.3,2017,20000,Diesel,Individual,Manual,First Owner,14.0,1109447,650000,MP17JK2351
Chevrolet Captiva LT,Chevrolet,Captiva,LT,2009,130000,Diesel,Individual,Manual,First Owner,9.0,1109648,500000,JK68CX6870
Hyundai Verna CRDi 1.6 EX,Hyundai,Verna,CRDi 1.6 EX,2017,31707,Diesel,Individual,Manual,First Owner,15.0,1110211,799000,UP69IZ1549
Volkswagen Ameo 1.5 TDI Highline,Volkswagen,Ameo,1.5 TDI Highline,2017,56000,Diesel,Dealer,Manual,First Owner,9.4,1110485,640000,CG97HA9541
Maruti S-Cross Alpha DDiS 200 SH,Maruti,S-Cross,Alpha DDiS 200 SH,2016,22000,Diesel,Dealer,Manual,First Owner,14.0,1112387,790000,JK49UO1435
Mahindra Scorpio S2 7 Seater,Mahindra,Scorpio,S2 7 Seater,2017,120000,Diesel,Individual,Manual,First Owner,14.16,1112813,750000,AS37PG6415
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,EcoSport,1.5 Diesel Titanium BSIV,2017,35000,Diesel,Individual,Manual,First Owner,10.65,1113244,925000,KL33LR4553
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Verna,1.6 SX CRDi (O),2013,29000,Diesel,Individual,Manual,First Owner,14.0,1113263,550000,UP49PY7484
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Verna,1.6 SX CRDi (O),2014,61000,Diesel,Dealer,Manual,First Owner,9.62,1113925,675000,UP18HR8264
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2017,50000,Diesel,Individual,Manual,First Owner,14.0,1114416,750000,BR21WG3158
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Polo,1.5 TDI Highline,2015,70000,Diesel,Individual,Manual,First Owner,14.0,1114526,600000,HR36ZF5368
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,2017,35000,Diesel,Individual,Manual,First Owner,14.71,1114661,825000,AP50RH1540
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2018,2500,Petrol,Individual,Manual,First Owner,11.0,1115079,600000,UP54DS6611
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,i20,Asta Option 1.4 CRDi,2016,40000,Diesel,Individual,Manual,First Owner,15.0,1117100,650000,GJ87LT9911
Honda City i DTEC V,Honda,City,i DTEC V,2014,74000,Diesel,Individual,Manual,Second Owner,11.67,1118501,560000,MH86OA2409
Maruti Baleno Zeta 1.2,Maruti,Baleno,Zeta 1.2,2017,25000,Petrol,Individual,Manual,First Owner,11.0,1119074,641000,RJ35DY3546
Mahindra Marazzo M4,Mahindra,Marazzo,M4,2018,15000,Diesel,Individual,Manual,Second Owner,13.2,1119186,950000,GJ39RR1697
Mahindra Thar 4X4,Mahindra,Thar,4X4,2013,45766,Diesel,Individual,Manual,Second Owner,15.0,1119643,615000,UP97RO7645
Hyundai Xcent 1.2 Kappa S,Hyundai,Xcent,1.2 Kappa S,2016,25000,Petrol,Individual,Manual,First Owner,14.0,1120187,550000,GJ49OV7725
Maruti Swift Dzire ZXI Plus,Maruti,Swift,Dzire ZXI Plus,2019,15000,Petrol,Individual,Manual,First Owner,11.0,1120652,810000,HR30XG1231
Mahindra TUV 300 T8,Mahindra,TUV,300 T8,2016,40000,Diesel,Individual,Manual,First Owner,9.9,1120664,700000,JK54FY7378
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,53600,Diesel,Dealer,Manual,First Owner,9.79,1122347,711000,WB37ZF6475
Maruti Ciaz 1.4 Delta,Maruti,Ciaz,1.4 Delta,2018,70000,Petrol,Individual,Manual,First Owner,9.43,1122702,650000,UP39LM5847
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,Verna,VTVT 1.6 AT SX Option,2017,10000,Petrol,Individual,Automatic,First Owner,11.0,1124193,1100000,AP12YN5650
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2018,80000,Diesel,Individual,Manual,First Owner,12.99,1124367,550000,KA27QR9715
Hyundai Xcent 1.2 Kappa S,Hyundai,Xcent,1.2 Kappa S,2016,25000,Petrol,Individual,Manual,First Owner,13.0,1124385,550000,TS21TW9403
Mahindra Thar CRDe AC,Mahindra,Thar,CRDe AC,2014,100000,Diesel,Individual,Manual,Second Owner,15.0,1125301,600000,PB24TG7901
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2017,90000,Diesel,Individual,Manual,First Owner,11.31,1126220,600000,UP93JQ2158
Maruti Baleno Zeta 1.3,Maruti,Baleno,Zeta 1.3,2018,70000,Diesel,Individual,Manual,First Owner,15.0,1126305,750000,DL92FH2344
Honda Jazz 1.5 VX i DTEC,Honda,Jazz,1.5 VX i DTEC,2017,24585,Diesel,Dealer,Manual,Test Drive Car,14.47,1126401,700000,HR46RK5560
Ford Endeavour Titanium 4X2,Ford,Endeavour,Titanium 4X2,2011,149674,Diesel,Dealer,Manual,Second Owner,12.73,1126732,600000,JK21RS6964
Chevrolet Cruze LTZ,Chevrolet,Cruze,LTZ,2015,3600,Diesel,Dealer,Manual,First Owner,11.31,1129865,1000000,CG13JU8020
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,Ford,EcoSport,1.5 Petrol Titanium Plus AT BSIV,2015,48238,Petrol,Trustmark Dealer,Automatic,First Owner,9.0,1129868,750000,PB37SB3229
Hyundai Creta 1.4 E Plus,Hyundai,Creta,1.4 E Plus,2018,52000,Diesel,Individual,Manual,First Owner,9.26,1130247,800000,HR90QG8582
Maruti Swift Dzire AMT ZXI,Maruti,Swift,Dzire AMT ZXI,2019,60000,Petrol,Individual,Automatic,First Owner,13.5,1131237,550000,TN43CN3794
Ford Freestyle Titanium Diesel,Ford,Freestyle,Titanium Diesel,2019,25000,Diesel,Individual,Manual,First Owner,9.0,1132113,750000,OR75YN4732
Hyundai Elantra CRDi SX,Hyundai,Elantra,CRDi SX,2014,30000,Diesel,Individual,Manual,Second Owner,9.36,1134634,650000,TS95CF6048
Ford Figo Aspire 1.5 TDCi Titanium,Ford,Figo,Aspire 1.5 TDCi Titanium,2017,88635,Diesel,Dealer,Manual,First Owner,13.0,1134912,700000,WB31OE4918
Honda BR-V i-DTEC VX MT,Honda,BR-V,i-DTEC VX MT,2016,43377,Diesel,Dealer,Manual,First Owner,14.0,1135953,910000,PB15LB4192
Hyundai Grand i10 Nios Sportz,Hyundai,Grand,i10 Nios Sportz,2020,5000,Petrol,Individual,Manual,First Owner,14.0,1136069,600000,AS37NL6818
Renault Duster 85PS Diesel RxZ,Renault,Duster,85PS Diesel RxZ,2017,90000,Diesel,Individual,Manual,First Owner,14.24,1136322,600000,TS16FE7674
Maruti Ertiga ZDI,Maruti,Ertiga,ZDI,2015,100000,Diesel,Individual,Manual,First Owner,11.72,1136573,716000,HR13XU7441
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,EcoSport,1.5 TDCi Titanium BSIV,2018,21394,Diesel,Dealer,Manual,First Owner,12.48,1136835,950000,GJ49XV7659
Skoda Superb LK 1.8 TSI AT,Skoda,Superb,LK 1.8 TSI AT,2012,60000,Petrol,Dealer,Automatic,First Owner,9.96,1137376,650000,TN28GH4892
Maruti Swift Dzire AMT VDI,Maruti,Swift,Dzire AMT VDI,2017,25000,Diesel,Individual,Automatic,First Owner,12.0,1139108,715000,MP33SX1045
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2006,50000,Diesel,Individual,Manual,First Owner,13.88,1139221,500000,MP52GD9804
Maruti Vitara Brezza VDi Option,Maruti,Vitara,Brezza VDi Option,2017,50000,Diesel,Individual,Manual,Second Owner,13.81,1139931,700000,JK54TK5031
Renault Duster 85PS Diesel RxL Optional,Renault,Duster,85PS Diesel RxL Optional,2013,120000,Diesel,Individual,Manual,First Owner,11.0,1141406,600000,KL75NT6477
Ford Figo Titanium,Ford,Figo,Titanium,2020,1111,Petrol,Dealer,Manual,Test Drive Car,10.15,1141984,746000,GJ52OA4531
Renault Duster 110PS Diesel RxZ,Renault,Duster,110PS Diesel RxZ,2013,120000,Diesel,Individual,Manual,First Owner,10.0,1142042,650000,GJ50EQ8596
Maruti Swift Dzire VXI 1.2 BS IV,Maruti,Swift,Dzire VXI 1.2 BS IV,2018,40000,Petrol,Individual,Manual,First Owner,9.0,1142281,615000,AP72NA8579
Honda City i-DTEC V,Honda,City,i-DTEC V,2017,25000,Diesel,Individual,Manual,First Owner,13.83,1142492,1044999,JK47VA5312
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Grand,i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,13.0,1145722,550000,RJ16NK3023
Mahindra Scorpio S4 4WD,Mahindra,Scorpio,S4 4WD,2015,60000,Diesel,Individual,Manual,First Owner,13.17,1145894,600000,UT36RF1829
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,13.0,1146320,625000,HR93AD7226
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,10.98,1146747,670000,TN86IW7847
Mitsubishi Pajero Sport 4X4,Mitsubishi,Pajero,Sport 4X4,2012,120000,Diesel,Individual,Manual,Second Owner,14.77,1147414,1090000,PB66OH8179
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,13.39,1150173,670000,TS15HI3842
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,EcoSport,1.5 Diesel Titanium BSIV,2018,15000,Diesel,Individual,Manual,First Owner,9.0,1150177,615000,DL91SX6883
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,9.83,1150231,625000,DL14RL2868
Mahindra Xylo D4,Mahindra,Xylo,D4,2018,87000,Diesel,Individual,Manual,First Owner,9.0,1150615,750000,TN61KJ7177
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,Innova,2.5 Z Diesel 7 Seater BS IV,2014,97000,Diesel,Individual,Manual,Second Owner,12.0,1151377,1050000,MP66BT6678
Hyundai Verna CRDi 1.6 AT EX,Hyundai,Verna,CRDi 1.6 AT EX,2018,25000,Diesel,Individual,Automatic,Second Owner,9.0,1151623,1100000,WB42ON6403
Chevrolet Cruze LTZ,Chevrolet,Cruze,LTZ,2015,3600,Diesel,Dealer,Manual,First Owner,12.31,1151718,1000000,KA54PN3805
Mahindra XUV500 W8 4WD,Mahindra,XUV500,W8 4WD,2012,80000,Diesel,Individual,Manual,Second Owner,11.49,1155945,600000,PB84FN9248
Maruti Swift VXI,Maruti,Swift,VXI,2020,1500,Petrol,Individual,Manual,First Owner,11.35,1156018,619000,OR53VT3944
Renault Koleos 2.0 Diesel,Renault,Koleos,2.0 Diesel,2012,80000,Diesel,Individual,Automatic,Second Owner,13.46,1156322,750000,MH63EM2521
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2016,100000,Diesel,Individual,Manual,First Owner,10.0,1157585,610000,WB48JS1348
Honda WR-V i-DTEC V,Honda,WR-V,i-DTEC V,2019,60000,Diesel,Individual,Manual,First Owner,15.0,1157600,900000,GJ25ZY7632
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,10.06,1157690,625000,PB23RT8299
Toyota Etios Liva 1.2 VX,Toyota,Etios,Liva 1.2 VX,2017,6480,Petrol,Trustmark Dealer,Manual,First Owner,12.47,1158362,650000,RJ70EU1971
Toyota Corolla Altis D-4D J,Toyota,Corolla,Altis D-4D J,2014,234000,Diesel,Individual,Manual,First Owner,13.0,1158539,715000,WB24RZ3926
Maruti Ciaz VDi Plus,Maruti,Ciaz,VDi Plus,2015,97000,Diesel,Individual,Manual,Second Owner,10.82,1159215,660000,KL24GD9967
Maruti Vitara Brezza ZDi Plus,Maruti,Vitara,Brezza ZDi Plus,2016,65000,Diesel,Individual,Manual,First Owner,11.17,1160525,975000,UP69DU4949
Honda Amaze S Petrol BSIV,Honda,Amaze,S Petrol BSIV,2020,1000,Petrol,Individual,Manual,First Owner,10.0,1160916,614000,AS45YD1933
Mahindra Scorpio SLE BSIII,Mahindra,Scorpio,SLE BSIII,2009,100000,Diesel,Individual,Manual,First Owner,14.78,1161731,550000,RJ45KT8902
Maruti Ertiga BSIV VXI AT,Maruti,Ertiga,BSIV VXI AT,2017,30600,Petrol,Individual,Automatic,First Owner,12.18,1162072,800000,AP63OI7546
Maruti Ciaz VXi Plus,Maruti,Ciaz,VXi Plus,2015,24000,Petrol,Dealer,Manual,First Owner,9.0,1163115,585000,PB12UZ2649
Honda Jazz Select Edition,Honda,Jazz,Select Edition,2017,14000,Petrol,Dealer,Manual,First Owner,14.0,1165096,585000,JK91GU5922
Mahindra Scorpio LX,Mahindra,Scorpio,LX,2014,15000,Diesel,Individual,Manual,First Owner,10.0,1165108,800000,UP75DS4625
Mahindra XUV500 W6 2WD,Mahindra,XUV500,W6 2WD,2016,47000,Diesel,Individual,Manual,First Owner,11.51,1165248,900000,WB77BS2794
Maruti S-Cross Zeta DDiS 200 SH,Maruti,S-Cross,Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,13.83,1166527,750000,GJ82CQ4218
Ford Figo Aspire 1.5 TDCi Trend,Ford,Figo,Aspire 1.5 TDCi Trend,2017,30000,Diesel,Individual,Manual,First Owner,13.0,1166682,675000,BR20WT1209
Tata Safari Storme VX Varicor 400,Tata,Safari,Storme VX Varicor 400,2018,15000,Diesel,Individual,Manual,First Owner,10.15,1166960,1085000,OR70GX5026
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Ecosport,1.5 DV5 MT Titanium,2015,68000,Diesel,Individual,Manual,First Owner,15.0,1168867,650000,TS36BL2704
Honda City i DTEC SV,Honda,City,i DTEC SV,2014,110000,Diesel,Individual,Manual,First Owner,12.06,1169634,725000,OR33KT7397
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2016,50000,Diesel,Individual,Manual,First Owner,9.0,1170671,750000,HR21HR7830
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2017,51500,Diesel,Individual,Manual,Second Owner,13.0,1171207,749000,AP49OP9882
Mahindra XUV500 W6 2WD,Mahindra,XUV500,W6 2WD,2014,80000,Diesel,Individual,Manual,Second Owner,13.75,1171580,600000,GJ19ON9144
Mahindra Xylo H8 ABS with Airbags,Mahindra,Xylo,H8 ABS with Airbags,2018,70000,Diesel,Individual,Manual,First Owner,12.93,1171818,1100000,TS58UF4531
Nissan Terrano XV Premium 110 PS,Nissan,Terrano,XV Premium 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,11.0,1171868,750000,AS51KZ5477
Honda Amaze VX Petrol BSIV,Honda,Amaze,VX Petrol BSIV,2018,39000,Petrol,Dealer,Manual,First Owner,13.0,1172594,690000,KA57MK8926
Honda City i DTEC S,Honda,City,i DTEC S,2014,90000,Diesel,Individual,Manual,Second Owner,9.11,1173147,700000,TN16AQ5234
Mahindra Scorpio 1.99 S10,Mahindra,Scorpio,1.99 S10,2017,60000,Diesel,Individual,Manual,Second Owner,13.0,1174814,1000000,HR72SM3247
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,Rapid,1.6 MPI Ambition With Alloy Wheel,2015,23000,Petrol,Individual,Manual,First Owner,10.0,1176454,640000,JK75SN2308
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,Ford,EcoSport,1.5 Ti VCT MT Trend BSIV,2017,19014,Petrol,Dealer,Manual,First Owner,10.0,1176690,650000,MP81NJ6619
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,Polo,2015-2019 1.2 MPI Highline,2017,44000,Petrol,Dealer,Manual,First Owner,9.0,1177949,650000,MH67SB9838
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,10.0,1179414,670000,OR77DS5627
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2019,5000,Diesel,Individual,Manual,First Owner,13.0,1180900,650000,MP29QV6206
Hyundai Verna 1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,14.76,1181180,760000,DL28SC7900
Honda BR-V i-VTEC S MT,Honda,BR-V,i-VTEC S MT,2018,5000,Petrol,Individual,Manual,First Owner,15.0,1182908,900000,AP73DR2997
Honda City i DTEC VX,Honda,City,i DTEC VX,2015,40000,Diesel,Individual,Manual,First Owner,12.22,1182973,785000,WB65YS5986
Maruti S-Cross Facelift,Maruti,S-Cross,Facelift,2017,40000,Diesel,Individual,Manual,First Owner,11.0,1183096,800000,WB46LN7427
Maruti Ertiga SHVS LDI Option,Maruti,Ertiga,SHVS LDI Option,2017,120000,Diesel,Individual,Manual,First Owner,12.66,1188338,700000,PB44QO9371
Maruti Ertiga SHVS ZDI Plus,Maruti,Ertiga,SHVS ZDI Plus,2018,50000,Diesel,Individual,Manual,First Owner,12.26,1190348,980000,GJ62AE4307
Ford Figo 1.5D Titanium MT,Ford,Figo,1.5D Titanium MT,2017,35122,Diesel,Dealer,Manual,First Owner,14.0,1190474,600000,UT60OF1722
Ford Freestyle Titanium Plus Diesel,Ford,Freestyle,Titanium Plus Diesel,2019,1001,Diesel,Dealer,Manual,First Owner,9.43,1191109,750000,GJ32JP3392
Maruti Ertiga ZXI,Maruti,Ertiga,ZXI,2014,13250,Petrol,Dealer,Manual,First Owner,14.78,1193270,635000,WB77CB5553
Hyundai Verna 1.6 VTVT S,Hyundai,Verna,1.6 VTVT S,2015,35000,Petrol,Individual,Manual,First Owner,13.0,1194210,600000,CG68RM9829
Maruti Ertiga SHVS ZDI Plus,Maruti,Ertiga,SHVS ZDI Plus,2017,60000,Diesel,Individual,Manual,Second Owner,9.0,1195128,1000000,MH93AL7530
Mahindra XUV500 W8 4WD,Mahindra,XUV500,W8 4WD,2012,71042,Diesel,Dealer,Manual,First Owner,9.0,1197576,650000,DL66WN3895
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,Nexon,1.2 Revotron XZ Plus Dual Tone,2017,15000,Petrol,Individual,Manual,First Owner,10.32,1198428,750000,JK89HA7553
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,Elite,i20 Sportz Plus BSIV,2019,10000,Petrol,Individual,Manual,First Owner,14.0,1199934,721000,KA81LM7974
Renault Triber RXT BSIV,Renault,Triber,RXT BSIV,2019,10300,Petrol,Individual,Manual,First Owner,15.0,1200926,600000,WB29KL3134
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,34400,Diesel,Dealer,Manual,First Owner,10.0,1202575,611000,MP97ZE2471
Tata New Safari 4X2,Tata,New,Safari 4X2,2007,80000,Petrol,Individual,Manual,Second Owner,14.0,1202705,550000,AP35FL1924
Hyundai i20 1.4 Sportz,Hyundai,i20,1.4 Sportz,2017,84000,Diesel,Dealer,Manual,First Owner,11.34,1204011,655000,JK39GE8173
Mahindra Xylo D4,Mahindra,Xylo,D4,2017,80000,Diesel,Individual,Manual,First Owner,11.0,1204287,750000,RJ42FK1553
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,58000,Diesel,Individual,Manual,First Owner,9.0,1206045,650000,RJ69DC5444
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2017,60000,Diesel,Individual,Manual,First Owner,13.0,1206227,720000,KA93GV8220
Ford Figo Titanium,Ford,Figo,Titanium,2020,101,Petrol,Dealer,Manual,Test Drive Car,14.24,1206250,635000,KA24NR5050
Ford Ecosport 1.5 Diesel Titanium,Ford,Ecosport,1.5 Diesel Titanium,2020,101,Diesel,Dealer,Manual,Test Drive Car,9.34,1208119,1000000,KA52OW9771
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2015,70000,Diesel,Individual,Manual,First Owner,9.26,1210470,750000,KA41IM8869
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2016,60000,Diesel,Individual,Manual,First Owner,13.0,1211049,650000,TN84CH6134
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2019,35000,Diesel,Individual,Manual,First Owner,15.0,1211070,650000,AP92AL4153
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2017,80362,Diesel,Individual,Manual,First Owner,13.0,1211114,600000,TN69SC1952
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2013,75000,Diesel,Individual,Manual,First Owner,10.16,1212286,925000,TN47QR6669
Maruti Vitara Brezza VDi,Maruti,Vitara,Brezza VDi,2016,39503,Diesel,Dealer,Manual,First Owner,10.0,1212375,699000,WB44OX6244
Hyundai Verna CRDi 1.6 EX,Hyundai,Verna,CRDi 1.6 EX,2018,24000,Diesel,Individual,Manual,First Owner,9.0,1212616,900000,GJ42HK2271
Honda City V MT,Honda,City,V MT,2012,10000,Petrol,Individual,Manual,First Owner,10.0,1212842,700000,WB14DI8605
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2014,70000,Diesel,Individual,Manual,First Owner,11.0,1213163,1050000,MP19RV7801
Maruti Ciaz ZDi SHVS,Maruti,Ciaz,ZDi SHVS,2015,77000,Diesel,Individual,Manual,First Owner,11.0,1214223,700000,AP27CQ7004
Maruti Baleno Alpha 1.2,Maruti,Baleno,Alpha 1.2,2017,52000,Petrol,Dealer,Manual,First Owner,9.51,1214275,625000,MP59QO5585
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,10.0,1214382,670000,BR57AV5600
Maruti Vitara Brezza LDi,Maruti,Vitara,Brezza LDi,2018,25000,Diesel,Individual,Manual,First Owner,15.0,1216060,700000,AP14GX5362
Hyundai Creta 1.4 CRDi Base,Hyundai,Creta,1.4 CRDi Base,2018,70000,Diesel,Individual,Manual,Second Owner,12.99,1216555,950000,UP17HQ9191
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,34400,Diesel,Dealer,Manual,First Owner,11.11,1216908,611000,BR84XT4581
Hyundai Venue SX Opt Diesel,Hyundai,Venue,SX Opt Diesel,2020,5000,Diesel,Individual,Manual,First Owner,14.69,1217421,1000000,KA36EJ8551
Maruti Ciaz ZDi Plus,Maruti,Ciaz,ZDi Plus,2016,72787,Diesel,Trustmark Dealer,Manual,First Owner,14.0,1217775,640000,RJ59YZ1972
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Verna,1.6 SX VTVT (O),2014,50000,Petrol,Individual,Manual,Second Owner,15.0,1218368,600000,MP80RE5749
Tata Safari Storme VX,Tata,Safari,Storme VX,2016,70000,Diesel,Individual,Manual,First Owner,12.0,1219011,1000000,HR94ME8725
Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,KUV,100 mFALCON G80 K8 5str,2017,53000,Petrol,Individual,Manual,First Owner,14.77,1219197,600000,OR10KW1300
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2011,230000,Diesel,Individual,Manual,First Owner,11.28,1220278,800000,OR20WK4263
BMW X1 sDrive20d,BMW,X1,sDrive20d,2011,86000,Diesel,Individual,Automatic,Second Owner,9.0,1220409,890000,UP19IU3007
Maruti Ciaz 1.3 Delta,Maruti,Ciaz,1.3 Delta,2018,60000,Diesel,Individual,Manual,First Owner,13.0,1220999,750000,MH64AU1254
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Vitara,Brezza ZDi Plus Dual Tone,2018,10000,Diesel,Individual,Manual,First Owner,9.0,1222345,980000,TS53NR9324
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,200000,Diesel,Individual,Manual,First Owner,11.57,1222371,600000,CG91RL6639
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,70000,Diesel,Individual,Manual,Second Owner,14.0,1223283,700000,WB53OB5483
Honda WR-V i-DTEC VX,Honda,WR-V,i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,13.0,1223347,725000,MP89FY7960
Mahindra Bolero Power Plus ZLX,Mahindra,Bolero,Power Plus ZLX,2018,35000,Diesel,Individual,Manual,First Owner,15.0,1225346,795000,TN59IE7591
Honda City 1.5 V MT,Honda,City,1.5 V MT,2018,8000,Petrol,Dealer,Manual,First Owner,9.0,1225799,890000,TS77UU8320
Maruti Swift ZXI Plus,Maruti,Swift,ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,11.63,1228174,600000,KA67GR2102
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,15.0,1230004,625000,AS59HN3663
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Ford,Figo,Aspire 1.2 Ti-VCT Titanium Plus,2018,15000,Petrol,Individual,Manual,First Owner,9.4,1230319,650000,KL83JG5277
Hyundai i20 Active 1.2 S,Hyundai,i20,Active 1.2 S,2018,30000,Petrol,Individual,Manual,First Owner,12.16,1230536,650000,KA28TU3036
Maruti Ertiga VXI CNG,Maruti,Ertiga,VXI CNG,2014,56600,CNG,Dealer,Manual,First Owner,13.8,1230627,595000,RJ58CG7510
Ford Ecosport 1.5 Petrol Titanium Plus AT,Ford,Ecosport,1.5 Petrol Titanium Plus AT,2018,10000,Petrol,Individual,Automatic,First Owner,12.56,1232895,875000,AS30GO3232
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,Ford,EcoSport,1.5 TDCi Titanium Plus BE BSIV,2018,50699,Diesel,Dealer,Manual,First Owner,10.39,1233257,925000,MH82SG9458
Ford Figo Aspire Titanium Plus Diesel,Ford,Figo,Aspire Titanium Plus Diesel,2019,13000,Diesel,Dealer,Manual,Test Drive Car,9.0,1233489,894999,KL59ZF4132
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,2017,49213,Diesel,Dealer,Manual,First Owner,15.0,1234194,840000,JK92ED2754
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,15.0,1234714,670000,MH65AU6817
Honda City i DTec SV,Honda,City,i DTec SV,2014,27483,Diesel,Dealer,Manual,First Owner,12.0,1235230,600000,BR24KU7726
Maruti Ciaz 1.4 Alpha,Maruti,Ciaz,1.4 Alpha,2017,31063,Petrol,Trustmark Dealer,Manual,First Owner,13.41,1235518,780000,WB83IJ9874
Honda WR-V i-VTEC VX,Honda,WR-V,i-VTEC VX,2017,25552,Petrol,Dealer,Manual,Second Owner,13.0,1236188,700000,KL44XG7944
