name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Maruti Swift VDI,Maruti,Swift,VDI,2016,55000,Diesel,Dealer,Manual,First Owner,14.47,989862,630000,MH59UW4419
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,Polo,2015-2019 1.2 MPI Highline,2017,18591,Petrol,Dealer,Manual,First Owner,9.0,990154,670000,MH34GW3774
Tata Sumo Gold EX BSIII,Tata,Sumo,Gold EX BSIII,2016,60000,Diesel,Individual,Manual,First Owner,12.49,990456,500000,MH51PW3314
Maruti Ciaz ZXi,Maruti,Ciaz,ZXi,2016,30000,Petrol,Dealer,Manual,First Owner,13.0,990895,625000,MH30AY9302
Nissan Evalia XV,Nissan,Evalia,XV,2014,28245,Diesel,Dealer,Manual,First Owner,12.0,991581,650000,MH45FU8728
Honda Amaze VX Diesel BSIV,Honda,Amaze,VX Diesel BSIV,2018,49000,Diesel,Dealer,Manual,First Owner,13.69,992961,790000,MH12QD6940
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2017,70000,Diesel,Individual,Manual,First Owner,14.71,993296,650000,MH87YX4737
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,Elite,i20 Sportz Plus BSIV,2015,49000,Petrol,Individual,Manual,First Owner,12.89,993905,550000,MH95JC6454
Skoda Yeti Ambition 4X2,Skoda,Yeti,Ambition 4X2,2012,85000,Diesel,Individual,Manual,Second Owner,13.07,994121,650000,MH36JN4520
Maruti Swift VVT ZXI,Maruti,Swift,VVT ZXI,2017,60000,Petrol,Individual,Manual,First Owner,9.0,994148,550000,MH37FF2920
Maruti Ignis 1.2 Zeta BSIV,Maruti,Ignis,1.2 Zeta BSIV,2018,12000,Petrol,Individual,Manual,First Owner,10.0,994427,500000,MH28OU8644
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Grand,i10 1.2 Kappa Asta,2018,32000,Petrol,Individual,Manual,First Owner,11.95,995177,500000,MH64VH2438
Hyundai Grand i10 Asta Option AT,Hyundai,Grand,i10 Asta Option AT,2017,19000,Petrol,Dealer,Automatic,First Owner,10.92,995898,525000,MH19QU6775
Mahindra NuvoSport N8,Mahindra,NuvoSport,N8,2016,110000,Diesel,Individual,Manual,First Owner,12.0,996558,525000,MH33PZ8118
Toyota Etios 1.5 V,Toyota,Etios,1.5 V,2016,35000,Petrol,Individual,Manual,First Owner,11.81,997594,509999,MH68IH9568
Hyundai Verna 1.6 VTVT S,Hyundai,Verna,1.6 VTVT S,2017,64916,Petrol,Individual,Manual,First Owner,11.0,998071,530000,MH98NB5511
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,60000,Diesel,Individual,Manual,First Owner,12.77,998155,600000,MH18RI8655
Hyundai i20 Active 1.2 S,Hyundai,i20,Active 1.2 S,2017,10000,Petrol,Individual,Manual,First Owner,12.87,998393,600000,MH64KM1345
Hyundai i20 Magna 1.2,Hyundai,i20,Magna 1.2,2015,5000,Petrol,Individual,Manual,First Owner,13.93,998692,540000,MH56PQ7597
Nissan Terrano XL 110 PS,Nissan,Terrano,XL 110 PS,2014,120000,Diesel,Individual,Manual,Third Owner,12.7,999484,500000,MH99WE1395
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2015,110000,Diesel,Individual,Manual,Second Owner,13.0,999677,900000,MH30RD1621
Honda City i DTEC VX,Honda,City,i DTEC VX,2014,90000,Diesel,Individual,Manual,Second Owner,12.23,1001288,600000,MH82RS5972
Toyota Innova 2.5 VX 8 STR,Toyota,Innova,2.5 VX 8 STR,2012,108731,Diesel,Individual,Manual,First Owner,9.72,1001336,800000,MH98CO4763
Hyundai Grand i10 Asta Option,Hyundai,Grand,i10 Asta Option,2017,20000,Petrol,Individual,Manual,Second Owner,12.18,1001865,540000,MH80FD1235
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2013,75000,Diesel,Individual,Manual,First Owner,13.0,1001961,925000,MH38IV1601
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,212814,Diesel,Dealer,Manual,First Owner,11.0,1003006,850000,MH80MH7721
Nissan Terrano XL Plus 85 PS,Nissan,Terrano,XL Plus 85 PS,2014,80000,Diesel,Individual,Manual,Second Owner,9.0,1003512,550000,MH87DT5055
Toyota Etios Cross 1.4L GD,Toyota,Etios,Cross 1.4L GD,2015,80000,Diesel,Individual,Manual,Second Owner,14.0,1003685,500000,MH79GZ7938
Maruti Ciaz ZXi Plus,Maruti,Ciaz,ZXi Plus,2015,66000,Petrol,Individual,Manual,First Owner,11.0,1003871,675000,MH23PK9545
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,14.0,1003871,600000,MH72SV6755
Mahindra Thar CRDe,Mahindra,Thar,CRDe,2017,26000,Diesel,Individual,Manual,Second Owner,10.0,1004141,800000,MH54HM5977
Hyundai Grand i10 Asta Option,Hyundai,Grand,i10 Asta Option,2015,31080,Petrol,Dealer,Manual,First Owner,11.65,1004310,490000,MH92FK2244
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,i20,Asta Option 1.4 CRDi,2016,60000,Diesel,Individual,Manual,First Owner,15.0,1004998,550000,MH80QU1873
Hyundai Verna 1.6 SX VTVT,Hyundai,Verna,1.6 SX VTVT,2014,100000,Petrol,Individual,Manual,First Owner,10.12,1005055,550000,MH71WL1370
Maruti Swift VDI,Maruti,Swift,VDI,2015,100000,Diesel,Dealer,Manual,First Owner,14.0,1005664,500000,MH73TU5815
Mahindra Bolero Power Plus Plus Non AC BSIV PS,Mahindra,Bolero,Power Plus Plus Non AC BSIV PS,2015,110000,Diesel,Individual,Manual,First Owner,14.27,1006389,500000,MH99JT4433
Maruti Swift Dzire VDI Optional,Maruti,Swift,Dzire VDI Optional,2017,35000,Diesel,Individual,Manual,First Owner,12.0,1007081,720000,MH63XZ2844
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2019,30000,Diesel,Individual,Manual,First Owner,9.0,1007206,800000,MH60JQ1345
Mahindra Scorpio BSIV,Mahindra,Scorpio,BSIV,2018,60000,Diesel,Individual,Manual,First Owner,10.9,1007220,707000,MH34XY4509
Honda City i DTec SV,Honda,City,i DTec SV,2014,27483,Diesel,Dealer,Manual,First Owner,12.0,1007232,600000,MH65DK4299
Mahindra Scorpio S2 7 Seater,Mahindra,Scorpio,S2 7 Seater,2015,120000,Diesel,Individual,Manual,First Owner,14.23,1008192,750000,MH25KS8659
Toyota Innova 2.5 GX 8 STR BSIV,Toyota,Innova,2.5 GX 8 STR BSIV,2009,347089,Diesel,Dealer,Manual,First Owner,13.0,1008644,420000,MH67AH9895
Mahindra Scorpio 1.99 S4,Mahindra,Scorpio,1.99 S4,2016,60000,Diesel,Individual,Manual,First Owner,11.86,1008645,509999,MH64TH6921
Mahindra Thar CRDe,Mahindra,Thar,CRDe,2017,26000,Diesel,Individual,Manual,Second Owner,12.0,1008693,800000,MH69UO6630
Hyundai Verna 1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,12.0,1008782,760000,MH70EF6363
Maruti Vitara Brezza ZDi Plus AMT,Maruti,Vitara,Brezza ZDi Plus AMT,2018,30000,Diesel,Individual,Automatic,Second Owner,13.0,1013084,800000,MH24OS3654
Chevrolet Cruze LTZ AT,Chevrolet,Cruze,LTZ AT,2015,50000,Diesel,Individual,Automatic,First Owner,10.0,1013405,650000,MH89QF6099
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Innova,2.5 V Diesel 8-seater,2008,154000,Diesel,Individual,Manual,Third Owner,13.7,1014323,500000,MH30UD8220
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Vento,1.5 TDI Highline AT,2016,48980,Diesel,Dealer,Automatic,First Owner,10.46,1014932,724000,MH28KQ1534
Tata Tiago NRG Petrol,Tata,Tiago,NRG Petrol,2019,10000,Petrol,Individual,Manual,First Owner,12.0,1016800,550000,MH36QO2933
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,80000,Diesel,Individual,Manual,First Owner,12.0,1016847,535000,MH84MP9323
Chevrolet Cruze LTZ AT,Chevrolet,Cruze,LTZ AT,2012,42000,Diesel,Dealer,Automatic,First Owner,15.0,1017737,490000,MH54MX4265
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,EcoSport,1.5 TDCi Titanium BSIV,2013,125531,Diesel,Dealer,Manual,Second Owner,9.0,1018654,600000,MH25KB4632
Toyota Innova 2.5 VX 8 STR,Toyota,Innova,2.5 VX 8 STR,2012,108731,Diesel,Individual,Manual,First Owner,9.0,1018809,800000,MH44LX9363
Hyundai Elite i20 Magna Plus Diesel,Hyundai,Elite,i20 Magna Plus Diesel,2019,35000,Diesel,Individual,Manual,Second Owner,11.0,1020677,730000,MH79XO3650
Hyundai Santa Fe 4X4,Hyundai,Santa,Fe 4X4,2011,220000,Diesel,Individual,Manual,First Owner,13.0,1020799,800000,MH91PW5994
Maruti Swift DDiS LDI,Maruti,Swift,DDiS LDI,2016,54000,Diesel,Dealer,Manual,First Owner,14.0,1021174,550000,MH71YB4049
Ford EcoSport 1.5 Diesel Ambiente BSIV,Ford,EcoSport,1.5 Diesel Ambiente BSIV,2018,40000,Diesel,Individual,Manual,Second Owner,12.0,1021207,790000,MH63LW5251
Maruti Ciaz ZXi,Maruti,Ciaz,ZXi,2015,30000,Petrol,Individual,Manual,First Owner,14.62,1024164,800000,MH42FI4980
Toyota Etios 1.4 VXD,Toyota,Etios,1.4 VXD,2016,90000,Diesel,Individual,Manual,Second Owner,12.38,1024539,630000,MH45NV7827
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Creta,1.6 CRDi SX Option,2015,60000,Diesel,Individual,Manual,First Owner,13.0,1024699,950000,MH56QP8826
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Innova,2.5 V Diesel 8-seater,2012,160000,Diesel,Dealer,Manual,First Owner,9.56,1025141,800000,MH80MV5439
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2014,65000,Diesel,Dealer,Manual,First Owner,10.0,1025892,540000,MH42GL1992
Tata Sumo Gold EX,Tata,Sumo,Gold EX,2016,42000,Diesel,Individual,Manual,First Owner,14.0,1026939,509999,MH48YV2941
Hyundai i20 Asta Option 1.2,Hyundai,i20,Asta Option 1.2,2016,25000,Petrol,Individual,Manual,First Owner,10.0,1026969,600000,MH48XZ5299
Nissan Terrano XL 85 PS,Nissan,Terrano,XL 85 PS,2014,27000,Diesel,Dealer,Manual,First Owner,13.0,1027862,600000,MH54ZX1222
Ford Freestyle Titanium Plus Diesel BSIV,Ford,Freestyle,Titanium Plus Diesel BSIV,2018,26000,Diesel,Dealer,Manual,First Owner,12.0,1027931,836000,MH53MI7165
Renault Duster 110PS Diesel RxL,Renault,Duster,110PS Diesel RxL,2015,15000,Diesel,Individual,Manual,First Owner,9.91,1028909,800000,MH49UJ8885
Honda City i DTEC S,Honda,City,i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,9.0,1029499,520000,MH41ER3543
Ford Ecosport 1.5 Petrol Ambiente,Ford,Ecosport,1.5 Petrol Ambiente,2017,6000,Petrol,Individual,Manual,First Owner,11.0,1029544,650000,MH74EV3549
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Grand,i10 1.2 Kappa Asta,2019,10000,Petrol,Individual,Manual,First Owner,9.0,1029588,600000,MH56QI5052
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Grand,i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,9.59,1030413,550000,MH55HH2839
Honda Mobilio V i VTEC,Honda,Mobilio,V i VTEC,2014,70000,Petrol,Individual,Manual,First Owner,11.1,1031079,500000,MH23QI9982
Maruti Swift VXI,Maruti,Swift,VXI,2018,17500,Petrol,Individual,Manual,First Owner,9.0,1032013,540000,MH81VJ3062
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Innova,2.5 V Diesel 8-seater,2009,120000,Diesel,Individual,Manual,Third Owner,9.32,1032115,500000,MH49NU5629
Maruti Baleno Alpha 1.2,Maruti,Baleno,Alpha 1.2,2018,11174,Petrol,Dealer,Manual,First Owner,13.0,1032948,690000,MH88LV6048
Maruti Swift ZDi BSIV,Maruti,Swift,ZDi BSIV,2016,41000,Diesel,Individual,Manual,First Owner,14.0,1033128,520000,MH93LN4642
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014,70000,Diesel,Individual,Manual,Second Owner,14.0,1033150,520000,MH89GD1986
Mahindra Scorpio 1.99 S4,Mahindra,Scorpio,1.99 S4,2016,60000,Diesel,Individual,Manual,First Owner,12.31,1033422,509999,MH75HX6960
Mahindra Scorpio SLE BSIV,Mahindra,Scorpio,SLE BSIV,2009,100000,Diesel,Individual,Manual,First Owner,15.0,1034298,420000,MH63YY6659
Mahindra TUV 300 T10 Dual Tone,Mahindra,TUV,300 T10 Dual Tone,2018,40000,Diesel,Individual,Manual,First Owner,13.55,1034476,784000,MH29PG9774
Skoda Rapid 1.6 MPI AT Ambition BSIV,Skoda,Rapid,1.6 MPI AT Ambition BSIV,2017,15000,Petrol,Individual,Automatic,First Owner,11.0,1034616,900000,MH35EA6920
Renault Scala Diesel RxL,Renault,Scala,Diesel RxL,2013,38500,Diesel,Individual,Manual,First Owner,10.28,1035267,550000,MH82VE6432
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,90000,Diesel,Individual,Manual,First Owner,9.61,1035610,650000,MH36ME2867
Nissan Sunny XL,Nissan,Sunny,XL,2016,19495,Petrol,Dealer,Manual,First Owner,13.96,1036938,600000,MH19JN4137
Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,Elite,i20 Asta Option CVT BSIV,2019,3000,Petrol,Individual,Automatic,First Owner,9.0,1037114,720000,MH60AT8991
Maruti Celerio ZXI AT,Maruti,Celerio,ZXI AT,2017,25000,Petrol,Individual,Automatic,First Owner,14.71,1037130,509999,MH50RY8054
Maruti Swift AMT VXI,Maruti,Swift,AMT VXI,2019,25000,Petrol,Individual,Automatic,First Owner,14.0,1037736,575000,MH50JB7329
Hyundai Grand i10 Magna AT,Hyundai,Grand,i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,11.0,1039412,520000,MH26JJ8182
Maruti Vitara Brezza ZDi Plus,Maruti,Vitara,Brezza ZDi Plus,2016,85000,Diesel,Individual,Manual,First Owner,11.0,1039552,819999,MH69UI4631
Hyundai i20 Active S Diesel,Hyundai,i20,Active S Diesel,2018,37000,Diesel,Dealer,Manual,First Owner,10.0,1040258,650000,MH68RJ5317
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2013,102989,Diesel,Dealer,Manual,First Owner,14.0,1040498,650000,MH43MX5796
Maruti Vitara Brezza ZDi,Maruti,Vitara,Brezza ZDi,2019,20000,Diesel,Individual,Manual,First Owner,10.0,1040624,890000,MH89HF9332
Mahindra Xylo D4,Mahindra,Xylo,D4,2017,99700,Diesel,Individual,Manual,First Owner,11.07,1040897,600000,MH78NQ4978
Hyundai Creta 1.4 E Plus,Hyundai,Creta,1.4 E Plus,2018,52000,Diesel,Individual,Manual,First Owner,12.0,1041162,800000,MH59VR8711
Hyundai Grand i10 Magna AT,Hyundai,Grand,i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,15.0,1041614,520000,MH87GN7119
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,Grand,i10 1.2 Kappa Magna BSIV,2019,9400,Petrol,Individual,Manual,First Owner,10.1,1041630,525000,MH88AG2408
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2016,100000,Diesel,Individual,Manual,First Owner,9.0,1041661,610000,MH94XK8255
Maruti Vitara Brezza LDi Option,Maruti,Vitara,Brezza LDi Option,2017,72000,Diesel,Dealer,Manual,First Owner,9.38,1042756,685000,MH11ZM3550
Hyundai Grand i10 Asta,Hyundai,Grand,i10 Asta,2016,45457,Petrol,Dealer,Manual,First Owner,11.2,1043159,550000,MH99HG5090
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2015,64441,Diesel,Dealer,Manual,First Owner,12.0,1043347,763000,MH18OB3719
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,12.34,1043639,600000,MH41CC6988
Skoda Rapid 1.5 TDI AT Ambition,Skoda,Rapid,1.5 TDI AT Ambition,2015,46957,Diesel,Dealer,Automatic,First Owner,10.0,1043838,599000,MH24DN3409
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Grand,i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,14.0,1044011,550000,MH68GV1698
Maruti Swift Dzire AMT ZXI Plus BS IV,Maruti,Swift,Dzire AMT ZXI Plus BS IV,2017,8000,Petrol,Individual,Automatic,First Owner,9.0,1044308,710000,MH19XE6153
Hyundai Creta 1.6 Gamma SX Plus,Hyundai,Creta,1.6 Gamma SX Plus,2015,50000,Petrol,Individual,Manual,First Owner,9.0,1044661,821000,MH55ME3754
Hyundai i20 Sportz 1.2,Hyundai,i20,Sportz 1.2,2017,11114,Petrol,Dealer,Manual,First Owner,11.0,1044831,700000,MH19II1843
Mahindra XUV500 W8 4WD,Mahindra,XUV500,W8 4WD,2012,76290,Diesel,Dealer,Manual,First Owner,13.81,1045427,650000,MH16NB5396
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,15.0,1045461,535000,MH13VS4633
Mahindra Scorpio S10 7 Seater,Mahindra,Scorpio,S10 7 Seater,2014,90000,Diesel,Individual,Manual,First Owner,13.0,1045485,800000,MH48PM4103
Maruti Wagon R ZXI 1.2,Maruti,Wagon,R ZXI 1.2,2019,30000,Petrol,Dealer,Manual,First Owner,12.37,1046220,575000,MH37AB7074
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,9.71,1046479,600000,MH31DT6780
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,EcoSport,1.5 TDCi Titanium BSIV,2018,21394,Diesel,Dealer,Manual,First Owner,13.0,1047864,950000,MH64ER6885
Mitsubishi Outlander 2.4,Mitsubishi,Outlander,2.4,2012,140000,Petrol,Individual,Automatic,First Owner,10.0,1048857,525000,MH79XQ3998
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2016,60000,Diesel,Individual,Manual,First Owner,13.28,1048926,675000,MH91AQ4565
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,11.73,1049973,600000,MH66KC4218
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,15.0,1050164,670000,MH47OG7002
Honda Amaze VX i-DTEC,Honda,Amaze,VX i-DTEC,2016,35000,Diesel,Individual,Manual,First Owner,14.0,1050353,700000,MH88WP3546
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2015,55000,Diesel,Dealer,Manual,First Owner,14.0,1050513,700000,MH39YZ6307
Maruti S-Cross Delta DDiS 200 SH,Maruti,S-Cross,Delta DDiS 200 SH,2019,10000,Diesel,Individual,Manual,First Owner,10.0,1052947,950000,MH54HS2122
Mahindra XUV500 W10 1.99 mHawk,Mahindra,XUV500,W10 1.99 mHawk,2016,65000,Diesel,Dealer,Manual,First Owner,10.0,1054742,1044999,MH40KQ3450
Mercedes-Benz E-Class E250 CDI Elegance,Mercedes-Benz,E-Class,E250 CDI Elegance,2011,49600,Diesel,Dealer,Automatic,First Owner,14.0,1055192,999000,MH84AP1021
Maruti Vitara Brezza VDi,Maruti,Vitara,Brezza VDi,2018,50000,Diesel,Individual,Manual,First Owner,12.0,1055622,780000,MH94EC3986
Ford Freestyle Titanium Plus Diesel BSIV,Ford,Freestyle,Titanium Plus Diesel BSIV,2019,16000,Diesel,Individual,Manual,First Owner,11.24,1055814,525000,MH58DS8520
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,Bolero,Power Plus Plus AC BSIV PS,2018,35000,Diesel,Individual,Manual,First Owner,14.0,1056495,800000,MH62TO7001
Maruti Swift VDI,Maruti,Swift,VDI,2018,60000,Diesel,Individual,Manual,First Owner,9.12,1057666,600000,MH80LV2031
Maruti Ciaz S 1.3,Maruti,Ciaz,S 1.3,2018,30000,Diesel,Individual,Manual,First Owner,9.0,1058640,850000,MH53JV5891
Hyundai i20 Asta (o),Hyundai,i20,Asta (o),2014,54000,Petrol,Dealer,Manual,Second Owner,12.27,1059405,525000,MH94RL1024
Mahindra TUV 300 T6 Plus,Mahindra,TUV,300 T6 Plus,2015,110000,Diesel,Individual,Manual,First Owner,14.0,1060211,540000,MH97HU5726
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Innova,2.5 G (Diesel) 8 Seater,2015,53652,Diesel,Dealer,Manual,First Owner,14.26,1061323,851000,MH85WB4269
Hyundai Elite i20 Diesel Era,Hyundai,Elite,i20 Diesel Era,2019,25000,Diesel,Individual,Manual,First Owner,14.0,1062553,650000,MH24GO2787
Hyundai Verna 1.6 VTVT AT S Option,Hyundai,Verna,1.6 VTVT AT S Option,2016,80000,Petrol,Individual,Automatic,First Owner,15.0,1062995,690000,MH84ZX1933
Mahindra Marazzo M2 8Str,Mahindra,Marazzo,M2 8Str,2019,20000,Diesel,Individual,Manual,First Owner,10.0,1063154,900000,MH86RA5907
Hyundai i20 Active S Diesel,Hyundai,i20,Active S Diesel,2018,37000,Diesel,Dealer,Manual,First Owner,9.11,1063773,650000,MH56VS7743
Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,Skoda,Rapid,Monte Carlo 1.6 MPI AT BSIV,2017,44500,Petrol,Individual,Automatic,First Owner,14.0,1064097,850000,MH60XY9523
Tata Tigor 1.2 Revotron XT,Tata,Tigor,1.2 Revotron XT,2018,15000,Petrol,Individual,Manual,First Owner,15.0,1065650,525000,MH75GF7765
Ford Ecosport 1.5 Petrol Trend,Ford,Ecosport,1.5 Petrol Trend,2020,1010,Petrol,Dealer,Manual,Test Drive Car,10.28,1066225,1030000,MH99OB2616
Tata Nexon 1.5 Revotorq XZ,Tata,Nexon,1.5 Revotorq XZ,2019,60000,Diesel,Individual,Manual,First Owner,11.65,1067098,800000,MH61DX5924
Honda City i VTEC V,Honda,City,i VTEC V,2015,66521,Petrol,Trustmark Dealer,Manual,First Owner,9.81,1067628,775000,MH19FE1723
Hyundai i20 1.2 Asta Option,Hyundai,i20,1.2 Asta Option,2017,65000,Petrol,Individual,Manual,First Owner,10.0,1068561,620000,MH92SK5752
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Ecosport,1.5 DV5 MT Titanium,2014,110000,Diesel,Individual,Manual,First Owner,9.89,1068778,550000,MH36RR8992
Honda City i-VTEC SV,Honda,City,i-VTEC SV,2014,17000,Petrol,Dealer,Manual,First Owner,13.07,1068980,690000,MH52VY3648
Hyundai Grand i10 Magna AT,Hyundai,Grand,i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,14.47,1069059,520000,MH87HZ3065
Maruti S-Cross Sigma DDiS 200 SH,Maruti,S-Cross,Sigma DDiS 200 SH,2017,41000,Diesel,Individual,Manual,First Owner,11.18,1069677,690000,MH24GD5300
Nissan Terrano XL P,Nissan,Terrano,XL P,2017,30000,Petrol,Individual,Manual,First Owner,12.31,1069844,844999,MH79GB7930
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2016,65000,Diesel,Dealer,Manual,First Owner,11.04,1070093,630000,MH90RD2701
Hyundai Grand i10 Asta,Hyundai,Grand,i10 Asta,2017,9748,Petrol,Dealer,Manual,First Owner,9.0,1070480,550000,MH60BA9253
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,53600,Diesel,Dealer,Manual,First Owner,12.0,1070773,711000,MH67SC5159
Mahindra XUV500 W8 4WD,Mahindra,XUV500,W8 4WD,2014,156000,Diesel,Individual,Manual,First Owner,9.0,1071848,800000,MH18VL1542
Mahindra XUV500 W6 2WD,Mahindra,XUV500,W6 2WD,2013,69000,Diesel,Individual,Manual,First Owner,10.0,1072354,660000,MH90OV2865
Hyundai i20 Active 1.2 S,Hyundai,i20,Active 1.2 S,2017,10000,Petrol,Individual,Manual,First Owner,13.49,1073112,600000,MH93ZI8942
Volkswagen Jetta 2.0L TDI Highline AT,Volkswagen,Jetta,2.0L TDI Highline AT,2012,55300,Diesel,Dealer,Automatic,First Owner,13.0,1073654,735000,MH71CK4442
Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Innova,2.5 G4 Diesel 7-seater,2009,190000,Diesel,Individual,Manual,Second Owner,11.0,1073684,760000,MH50LR4611
Maruti Ertiga 1.5 VDI,Maruti,Ertiga,1.5 VDI,2020,90000,Diesel,Individual,Manual,First Owner,13.0,1074898,550000,MH88FO4353
Hyundai i20 Active 1.2 SX,Hyundai,i20,Active 1.2 SX,2017,10000,Petrol,Individual,Manual,First Owner,12.0,1076335,700000,MH22ID1017
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,15.0,1076612,535000,MH49UT7924
Hyundai Verna VTVT 1.6 SX,Hyundai,Verna,VTVT 1.6 SX,2018,40000,Petrol,Individual,Manual,First Owner,12.0,1078702,800000,MH40MW1894
Hyundai i20 Active 1.2 SX,Hyundai,i20,Active 1.2 SX,2016,26000,Petrol,Individual,Manual,First Owner,13.48,1078804,650000,MH79NU5563
Honda Jazz VX,Honda,Jazz,VX,2018,20000,Petrol,Individual,Manual,First Owner,10.65,1079885,600000,MH48IZ2557
Maruti S-Cross Zeta DDiS 200 SH,Maruti,S-Cross,Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,9.0,1080102,750000,MH66AR7498
Honda Jazz 1.5 V i DTEC,Honda,Jazz,1.5 V i DTEC,2018,15000,Diesel,Dealer,Manual,First Owner,9.0,1080243,700000,MH79SA4883
Maruti Ertiga ZDI,Maruti,Ertiga,ZDI,2013,89000,Diesel,Dealer,Manual,First Owner,14.0,1080371,640000,MH78JM5684
Ford Aspire Titanium Plus Diesel BSIV,Ford,Aspire,Titanium Plus Diesel BSIV,2018,20000,Diesel,Dealer,Manual,First Owner,15.0,1080487,861999,MH84JA5559
Honda City i DTec V,Honda,City,i DTec V,2017,50000,Diesel,Individual,Manual,First Owner,12.59,1080681,950000,MH65HZ4586
Tata Safari Storme VX Varicor 400,Tata,Safari,Storme VX Varicor 400,2016,80000,Diesel,Individual,Manual,First Owner,11.66,1082645,869999,MH76DH3800
Honda Amaze VX i-VTEC,Honda,Amaze,VX i-VTEC,2018,68458,Petrol,Dealer,Manual,First Owner,14.0,1083370,625000,MH79JN4661
Honda City i DTEC VX,Honda,City,i DTEC VX,2014,90000,Diesel,Dealer,Manual,First Owner,15.0,1083399,675000,MH33US9163
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,34400,Diesel,Dealer,Manual,First Owner,9.22,1083644,611000,MH32BM2204
Maruti Swift VXI,Maruti,Swift,VXI,2019,51000,Petrol,Individual,Manual,First Owner,12.04,1084672,550000,MH11HJ6574
